text,intent
Netflix 채널로 이동해, set.channel.selected
디즈니 채널 선택해줘, set.channel.selected
SBS 채널로 변경해줘, set.channel.selected
MBC 채널로 전환해, set.channel.selected
Amazon Prime 채널로 설정해, set.channel.selected
Hulu 채널로 이동해, set.channel.selected
TV 동영상 채널로 변경해, set.channel.selected
스포티파이 채널로 전환해, set.channel.selected
Twitch 채널로 설정해줘, set.channel.selected
Apple TV 채널로 이동해, set.channel.selected
BBC 채널로 변경해줘, set.channel.selected
CNN 채널로 전환해, set.channel.selected
멈춘 동영상 이어서 재생해줘, resume.video
일시정지한 영상 다시 시작해, resume.video
지난번 보던 영화 이어서 보기, resume.video
중단했던 유튜브 영상 계속해, resume.video
일시정지한 방송 다시 재생해줘, resume.video
멈춘 프로그램 이어서 틀어줘, resume.video
중단된 영화 다시 재생해, resume.video
일시정지한 다큐멘터리 이어서 보기, resume.video
멈춘 드라마 다시 시작해, resume.video
일시정지한 뮤직비디오 이어서 틀어줘, resume.video
중단했던 라이브 스트림 계속해, resume.video
멈춘 애니메이션 다시 재생해, resume.video
일시정지한 강의 영상 이어서 보기, resume.video
중단된 스포츠 경기 다시 재생해, resume.video
멈춘 여행 브이로그 이어서 틀어줘, resume.video
최신 영화 리뷰 찾아줘, search.video
인기 있는 요리 영상 검색해줘, search.video
BTS의 최신 뮤직비디오 찾아줘, search.video
코로나19 관련 뉴스 검색해줘, search.video
기상청 날씨 영상 찾아봐, search.video
오늘의 핫 트렌드 검색해줘, search.video
유명 유튜버의 브이로그 찾아줘, search.video
스포츠 하이라이트 영상 검색해줘, search.video
아이유 콘서트 영상 찾아봐, search.video
다큐멘터리 추천해줘, search.video
애니메이션 영화 리뷰 검색해줘, search.video
기술 관련 강의 영상 찾아줘, search.video
여행 브이로그 검색해줘, search.video
건강 운동 영상 찾아봐, search.video
교육용 콘텐츠 검색해줘, search.video

